"bid","beer_name","beer_abv","beer_ibu","beer_slug","beer_style","rating_score","rating_count","auth_rating"
"1285105","Tree Hugging Wood Chopping Mother Nature Loving IPA","6","70","the-flying-dutchman-nomad-brewing-company-tree-hugging-wood-chopping-mother-nature-loving-ipa","IPA - American","3.59674","14660",
"1665764","Kratti","5,5","20","hiisi-kratti","Sour - Ale","3.27116","1394",
"1732099","St?dtchen Oktoberfest M?rzen","5,3","29","stadin-panimo-stadtchen-oktoberfest-marzen","M?rzen","3.19496","427",
"5997","Desperados Original","5,9","0","desperados-nl-desperados-original","Lager - Pale","3.11975","71455",
"5151","Estrella Damm","5,4","0","grupo-damm-estrella-damm","Lager - Euro","3.09025","108409",
"59034","Helsinki Portteri","5,6","23","suomenlinnan-panimo-helsinki-portteri","Porter - Other","3.39007","1103",
"1380340","More Dry And Sour Than Your Mother In Law SAISON","4,7","40","the-flying-dutchman-nomad-brewing-company-more-dry-and-sour-than-your-mother-in-law-saison","Saison / Farmhouse Ale","3.37955","3628",
"1730535","Proto #12","6,8","50","malmgardin-panimo-proto-12","Scottish Ale","3.47352","859",
"1740771","Xmas IPA","4,7","45","olvi-xmas-ipa","IPA - Red","3.06765","2879",
"37124","Crowmoor Dry Apple","4,7","0","sinebrychoff-crowmoor-dry-apple","Cider","3.01088","1447",
"822967","Oktoberpretzel","5,8","0","mikkeller-oktoberpretzel","M?rzen","3.30973","2051",
"200899","Marsalkka Luomuvehn?","4,6","45","saimaan-juomatehdas-marsalkka-luomuvehna","Hefeweizen","3.14105","2329",
"1380333","More Complicated Than Your Girlfriend Stout","8","85","the-flying-dutchman-nomad-brewing-company-more-complicated-than-your-girlfriend-stout","Stout - American Imperial / Double","3.78104","2191",
"49283","Marsalkka Tumma","4,6","22","saimaan-juomatehdas-marsalkka-tumma","Lager - Dark","3.00374","1472",
"568188","Hop Hunter IPA","6,2","60","sierra-nevada-brewing-co-hop-hunter-ipa","IPA - American","3.79073","168265",
"1663138","Hati","5,7","25","hiisi-hati","Saison / Farmhouse Ale","3.46878","945",
"1192180","Coastal Gose","4,5","20","jopen-coastal-gose","Sour - Gose","3.16045","5519",
"1594547","Steam, Punk!","5,25","40","brewtacon-olutions-steam-punk","California Common","0","5",
"1407487","Diablo Corium Black","4,5","0","pyynikin-kasityolaispanimo-diablo-corium-black","Stout - Other","3.07592","326",
"389976","Pay The Ferryman","5","18","cerveceria-mexicana-pay-the-ferryman","Porter - Other","3.37788","16513",
"1645950","Super Twisted IPA","7","0","belhaven-brewery-super-twisted-ipa","IPA - English","3.47661","898",
"30203","K?nig Ludwig Weissbier Hell / Royal Bavarian Hefe-Weizen","5,5","0","konig-ludwig-schlossbrauerei-kaltenberg-konig-ludwig-weissbier-hell-royal-bavarian-hefe-weizen","Hefeweizen","3.62586","66934",
"11357","Black Hole","13,1","53","mikkeller-black-hole","Stout - American Imperial / Double","4.02527","20006",
"110","Adriaan Wit","5","12","jopen-adriaan","Witbier","3.46023","22502",
"1584043","Original Cool Grape","4,7","0","hartwall-original-cool-grape","Other","0","0",
"1481107","Dorf","4,5","0","mathildedalin-kylapanimo-dorf","Pilsner - German","3.11426","908",
"1536315","Skumppa Sparkling White","4,7","0","laitilan-wirvoitusjuomatehdas-skumppa-sparkling-white","Cider","2.59722","54",
"390662","Wet Hot American Wheat","5","0","finch-beer-company-wet-hot-american-wheat","Pale Wheat Ale - American","3.34708","10427",
"258157","Barleywine (2012)","10,9","85","green-flash-brewing-co-barleywine-2012","Barleywine - American","3.75937","5841",
"1194403","Dark Humor Club Bourbon Vanilla","8","50","sori-brewing-dark-humor-club-bourbon-vanilla","Stout - Imperial / Double","3.84788","2858",
"1027875","Mississippi Beer (4,6% version)","4,6","35","laitilan-wirvoitusjuomatehdas-mississippi-beer-4-6-version","California Common","3.06054","1916",
"630799","Hop Junkie (formerly Detox)","3,4","32","crew-republic-hop-junkie-formerly-detox","IPA - Session / India Session Ale","3.32428","7899",
"127388","Liliko'i Kepolo","5,4","10","avery-brewing-company-liliko-i-kepolo","Witbier","3.78941","82752",
"233639","Sublime Chaos","7","32","anarchy-brew-co-sublime-chaos","Stout - Other","3.84122","3108",
"1421744","Inki","5,7","50","hiisi-inki","Pale Ale - American","3.23696","1611",
"1117053","Dog D","16,1","90","brewdog-dog-d","Stout - Imperial / Double","4.37424","3280",
"1624127","Even More Bichos In My Beer","7,5","0","hiisi-even-more-bichos-in-my-beer","Saison / Farmhouse Ale","3.50346","434",
"1613172","Paradox Islay (2016)","15","100","brewdog-paradox-islay-2016","Stout - American Imperial / Double","4.09503","2778",
"1343841","Jack Brand Ease Up IPA","4,6","0","adnams-jack-brand-ease-up-ipa","IPA - Session / India Session Ale","3.62578","5120",
"953419","Viikinkien Voimaolut Harald","4,7","0","mallaskoski-brewery-viikinkien-voimaolut-harald","Lager - Pale","2.88529","1190",
"1137462","Sessio White IPA","4,6","52","pyynikin-kasityolaispanimo-sessio-white-ipa","IPA - White","3.07561","2126",
"12685","Goliath","4,2","0","wychwood-brewery-goliath","English Bitter","3.35835","5812",
"1459629","Mahana","5,9","0","maistila-mahana","Saison / Farmhouse Ale","3.44392","263",
"1093849","Sessio American IPA","4,6","45","pyynikin-kasityolaispanimo-sessio-american-ipa","IPA - American","3.18428","4036",
"3916","Samuel Adams Summer Ale","5,3","7","boston-beer-company-samuel-adams-summer-ale","Pale Wheat Ale - American","3.38813","252813",
"1591970","Proto #11","5","12","malmgardin-panimo-proto-11","Hefeweizen","3.38382","921",
"391684","Queen of the Night","4,8","30","cerveceria-mexicana-queen-of-the-night","Pale Ale - American","3.13861","14707",
"1572047","Simeoni","5,2","0","maku-brewing-simeoni","Blonde Ale","3.18011","465",
"1083867","Haze","4,5","0","thatchers-haze","Cider","3.5018","2226",
"856101","Vormsi IPA","7,5","58","vormsi-olu-vormsi-ipa","IPA - English","3.44845","970",
"993931","Ka-Blammo","6","0","all-in-brewing-ka-blammo","Lager - IPL (India Pale Lager)","3.67909","2891",
"1383151","Echo Red Ale","4,5","0","oceanbryggeriet-echo-red-ale","Red Ale - Irish","3.18347","124",
"299197","Nya V?rldens India Pale Ale","6,5","50","poppels-bryggeri-nya-varldens-india-pale-ale","IPA - American","3.61246","15894",
"9933","Falcon Lager Export","5,2","0","carlsberg-sverige-falcon-lager-export","Lager - Euro","2.71306","18334",
"47248","Carlsberg Sort Guld/Black Gold","5,8","0","carlsberg-group-carlsberg-sort-guld-black-gold","Lager - Helles","2.89561","11879",
"813866","Komandor Brew","5,2","0","ale-coq-komandor-brew","Lager - Euro","2.32811","1149",
"7767","Maredsous 6? Blonde","6","0","abbaye-de-maredsous-maredsous-6-blonde","Blonde Ale - Belgian Blonde / Golden","3.55854","44808",
"404110","90/~ Wee Heavy","7,4","26","belhaven-brewery-90-wee-heavy","Scotch Ale / Wee Heavy","3.69689","21332",
"10064","Imperial Nut Brown Ale","9","57","tommyknocker-brewery-imperial-nut-brown-ale","Brown Ale - Imperial / Double","3.63363","8099",
"386685","Happy Joe Organic Apple Cider","4,7","0","hartwall-happy-joe-organic-apple","Cider","3.06535","417",
"914493","Sunset Blvd","6,5","70","raduga-sunset-blvd","Rye IPA","3.73826","724",
"1006182","Broken Bones","6,2","45","hiisi-broken-bones","Saison / Farmhouse Ale","3.49275","448",
"1044672","White IPA","6","60","pyynikin-kasityolaispanimo-white-ipa","IPA - White","3.24372","2188",
"1136226","Ankle Slapper Surf Ale","4,7","35","fat-lizard-brewing-co-ankle-slapper-surf-ale","Pale Ale - American","3.52372","2224",
"1119895","Konttorirutto Barley Wine","9,5","0","ruosniemen-panimo-konttorirutto-barley-wine","Barleywine - American","3.56728","327",
"1572110","Wax Off","6,6","0","maistila-wax-off","Saison / Farmhouse Ale","3.37407","135",
"1594790","Tornion T?ekkipils","4,7","0","tornion-panimo-tornion-tsekkipils","Pilsner - Czech","3.17669","133",
"1573386","Angus Red Ale","5,5","0","iso-kallan-panimo-angus-red-ale","Red Ale - American Amber / Red","3.22612","534",
"1554384","Top Hat Ale","5,2","0","mallaskuun-panimo-top-hat-ale","Pale Ale - English","3.16808","473",
"685430","Saison","6,2","48","iso-kallan-panimo-saison","Saison / Farmhouse Ale","3.26859","968",
"1478509","Jesus Lizard IPA","5,9","75","fat-lizard-brewing-co-jesus-lizard-ipa","IPA - American","3.65909","605",
"1510933","Imperial Stout","8,8","0","pyynikin-kasityolaispanimo-imperial-stout","Stout - Russian Imperial","3.76642","335",
"1170718","Castle","6,2","64","radbrew-castle","IPA - American","3.56807","415",
"1503304","Rokkarin Luu","4,5","52","mallaskuun-panimo-rokkarin-luu","Pale Ale - American","3.04922","960",
"226285","Victoria Session IPA","3,5","0","birrificio-del-ducato-victoria-session-ipa","IPA - English","3.16954","1190",
"1570959","Helsinki Hopshine","4,5","50","humalove-brewing-helsinki-hopshine","Pale Ale - American","3.41987","780",
"51253","Punks Do It Bitter","4,3","35","birrificio-indipendente-elav-punks-do-it-bitter","Pale Ale - American","3.58136","2836",
"369904","Master Brewer's Choice - IPA","3,8","0","shepherd-neame-master-brewer-s-choice-ipa","IPA - English","2.98053","719",
"1418802","Don Wheato","6,2","0","hiisi-don-wheato","IPA - White","3.49189","185",
"1445347","Cream Pie","5,7","75","donut-island-brewing-cream-pie","Pale Ale - American","3.31553","412",
"1138565","Softly Softly","6,66","30","lervig-softly-softly","Sour - Flanders Red Ale","3.34732","2168",
"1562792","Tropic Blunder","5,2","0","buxton-brewery-tropic-blunder","Pale Ale - American","3.5681","804",
"1507717","Black Bretty","6,3","65","hiisi-black-bretty","IPA - Black / Cascadian Dark Ale","3.58641","217",
"1480946","Piilo","5,3","25","hiisi-piilo","Saison / Farmhouse Ale","3.43657","201",
"210156","Staropramen Selection","4,7","0","pivovary-staropramen-staropramen-selection","Pilsner - Czech","2.96952","1550",
"256365","Myrkvi Nr.13","6","40","borg-brugghus-myrkvi-nr-13","Porter - Other","3.67117","5959",
"14484","Goldeneye Pale Ale","5,6","0","black-isle-goldeneye-pale-ale","Pale Ale - English","3.52465","8571",
"1478663","Suomen Olutmestarin Export Pils","5,6","37","sinebrychoff-suomen-olutmestarin-export-pils","Pilsner - Other","2.95846","662",
"1562880","PissUp","5,4","0","sonnisaari-pissup","Pale Ale - New Zealand","3.4551","206",
"1311564","Montana Red Ale","4,5","0","fuller-smith-turner-montana-red-ale","Red Ale - American Amber / Red","3.47306","6330",
"1289365","Erdinger Pikantus (2015)","7,3","0","erdinger-weissbrau-erdinger-pikantus-2015","Weizenbock","3.64021","822",
"1385122","Mufloni DIPA","9","94","panimoravintola-beer-hunter-s-mufloni-dipa","IPA - Imperial / Double","3.55943","854",
"1291746","Sofia","9","65","bryggeri-helsinki-sofia","Stout - Imperial / Double","3.70892","1339",
"8928","Nitro Oatmeal Stout","4,5","38","founders-brewing-co-nitro-oatmeal-stout","Stout - Oatmeal","3.79091","53314",
"1454853","Imperial IPA","8,9","85","malmgardin-panimo-imperial-ipa","IPA - Imperial / Double","3.638","875",
"1519008","Akateeminen Vartti","4,5","45","sori-brewing-akateeminen-vartti","IPA - Session / India Session Ale","3.36057","511",
"1506888","Tiki lager","4,6","45","sideshow-brewery-tiki-lager","Lager - Pale","3.07715","1536",
"1489954","Hopventure American Lager","4,6","30","hartwall-hopventure-american-lager","Lager - American Light","2.62667","2248",
"1458821","Hopventure Belgian Wheat","4,6","13","hartwall-hop-venture-belgian-wheat","Witbier","2.8134","1660",
"1434708","Hopventure British IPA","4,6","27","hartwall-hop-venture","IPA - English","2.48996","2765",
"252856","Lapin Kulta Premium Luomu","5,2","0","hartwall-lapin-kulta-premium-luomu","Lager - Euro","2.7","120",
"1095060","Sessio Bitter","4,4","0","pyynikin-kasityolaispanimo-sessio-bitter","English Bitter","3.04807","2179",
"1900","Erdinger Pikantus","7,3","0","erdinger-weissbrau-erdinger-pikantus","Weizenbock","3.64894","19169",
"97557","Tennent's Scotch Ale","9","0","tennent-s-caledonian-brewery-tennent-s-scotch-ale","Scotch Ale / Wee Heavy","3.50673","4422",
"1446634","Nikolai Belgian Wheat (Brewmasters Collection)","4,6","13","sinebrychoff-nikolai-belgian-wheat-brewmasters-collection","Witbier","3.04149","1657",
"1469085","Routa","6,7","45","pohjala-routa","Rye IPA","3.75247","3037",
"1477701","White Lies","6,2","58","sori-brewing-white-lies","IPA - White","3.57239","1257",
"127481","India Pale Ale","6","45","sthlm-brewing-co-india-pale-ale","IPA - American","3.52864","4434",
"398728","IPA And A Half","7,3","87","tommyknocker-brewery-ipa-a-half","IPA - American","3.60257","7066",
"1416253","Jet Black Heart","4,7","30","brewdog-jet-black-heart","Stout - Milk / Sweet","3.75465","36556",
"1458004","Ace of Simcoe","4,5","40","brewdog-ace-of-simcoe","IPA - Session / India Session Ale","3.64882","5357",
"142770","Goliat","10,1","59","to-ol-goliat","Stout - Imperial / Double","4.0731","15284",
"18598","Single-Wide I.P.A.","5,7","57","boulevard-brewing-co-single-wide-i-p-a","IPA - American","3.58082","83493",
"1271122","This Is Kraft, Bitch!","5,2","40","browar-wasosz-this-is-kraft-bitch","Schwarzbier","3.53287","251",
"69204","Pernicious Weed","8","80","garage-project-pernicious-weed","IPA - Imperial / Double","3.95839","18380",
"342358","Death From Above","7,5","0","garage-project-death-from-above","IPA - American","3.99232","12889",
"641405","Paradox Heaven Hill","15","70","brewdog-paradox-heaven-hill","Stout - American Imperial / Double","4.36739","3565",
"976247","Paradox Compass Box","15","100","brewdog-paradox-compass-box","Stout - American Imperial / Double","4.30904","3798",
"1405040","Chocolate Ice Cream Brown Ale","6,2","70","buxton-brewery-chocolate-ice-cream-brown-ale","Brown Ale - Other","3.95804","2991",
"1343032","Session IPL","4,4","20","brewdog-session-ipl","Lager - IPL (India Pale Lager)","3.59837","2643",
"852167","Cocoa Wonderland","6,8","0","thornbridge-brewery-cocoa-wonderland","Porter - Other","3.91102","10297",
"1454809","Pecko","6,3","50","hiisi-pecko","American Wild Ale","3.42782","1337",
"1425497","Koff APA","4,5","35","sinebrychoff-koff-apa","Pale Ale - American","2.97719","4416",
"1459622","APA","4,7","58","olvi-apa","Pale Ale - American","3.13718","4680",
"1443138","Ruisperkele","8,5","95","hiisi-ruisperkele","Rye Beer","3.74893","936",
"351048","Classic Collection - Brilliant Ale / Blonde Ale","5,6","0","shepherd-neame-classic-collection-brilliant-ale-blonde-ale","Blonde Ale","3.40416","3999",
"712308","Shipfaced IPA","7","87","train-station-brewery-shipfaced-ipa","IPA - American","3.51632","4043",
"621730","Severin Extra IPA","5,9","0","koskipanimo-severin-extra-ipa","IPA - American","3.47765","2058",
"19044","Plevnan James Savuolut","5,2","0","koskipanimo-plevnan-james-savuolut","Smoked Beer","3.31565","476",
"425831","Plevnan Weizenbock","7,5","0","koskipanimo-plevnan-weizenbock","Weizenbock","3.62456","843",
"8326","Brooklyn Winter Ale","6,1","25","brooklyn-brewery-brooklyn-winter-ale","Winter Ale","3.39097","26342",
"828399","Cornet","8,5","18","brouwerij-de-hoorn-cornet","Belgian Strong Golden Ale","3.65693","49626",
"1251470","Julma Juho","7,7","31","panimo-tislaamo-teerenpeli-julma-juho","Porter - Other","3.45931","977",
"133467","Kaurakaapo","6","0","panimo-tislaamo-teerenpeli-kaurakaapo","Stout - Oatmeal","3.38605","215",
"31656","iKi Yuzu","4,5","0","iki-beer-iki-yuzu","Spiced / Herbed Beer","3.08117","17096",
"99106","Icelandic Arctic Pale Ale","5,6","0","einstok-olgerd-icelandic-arctic-pale-ale","Pale Ale - English","3.53695","46472",
"1354565","Americano A Roma","6,6","0","lervig-americano-a-roma","IPA - American","3.67629","1628",
"732903","Dark Penance","8,9","100","founders-brewing-co-dark-penance","IPA - Imperial / Double Black","3.84887","73692",
"1392080","Dark Hop Ale","5,5","0","mallaskosken-panimo-dark-hop-ale","IPA - Black / Cascadian Dark Ale","3.1392","264",
"1392051","Er?maan Tiet?j?","5,6","55","maistila-eramaan-tietaja","Rye Beer","3.5763","462",
"586773","Jack Brand Mosaic Pale Ale","4,1","45","adnams-jack-brand-mosaic-pale-ale","Pale Ale - English","3.47204","15442",
"270757","Easy IPA","4,7","50","flying-dog-brewery-easy-ipa","IPA - Session / India Session Ale","3.55","53765",
"1429332","Crimson IRA","5,9","62","sideshow-brewery-brewcats-crimson-ira","IPA - Red","3.41042","1560",
"1174721","Easy Answers","6","0","burning-sky-brewery-easy-answers","IPA - American","3.76038","4551",
"1346831","Muuli","7","0","sonnisaari-muuli","Porter - Other","3.62903","124",
"712455","Pesakond","5,4","40","pohjala-pesakond","IPA - Black / Cascadian Dark Ale","3.67579","3561",
"238239","Imperial Russian Stout","10","99","ridgeway-brewing-imperial-russian-stout","Stout - Russian Imperial","3.80596","1635",
"524677","Brooklyn 1/2 Ale","3,4","37","brooklyn-brewery-brooklyn-1-2-ale","Saison / Farmhouse Ale","3.11348","28144",
"1235717","Night Rain","6,7","49","o-so-brewing-company-night-train","Porter - American","3.75058","12920",
"1425200","Saison Gaelach","10","0","panimoravintola-beer-hunter-s-saison-gaelach","Saison / Farmhouse Ale","3.52509","548",
"370907","Johnny Low","2,5","30","lervig-johnny-low","IPA - Session / India Session Ale","3.19976","6578",
"1175627","Queen Bohemian Lager","4,7","33","rnr-brew-queen-bohemian-lager","Pilsner - Czech","3.19775","5483",
"1396852","Kukko IPA","4,7","65","laitilan-wirvoitusjuomatehdas-kukko-ipa","IPA - International","3.00716","3561",
"1416162","Sick-Hoff Hoffenweizen","6,6","36","brewtacon-olutions-sick-hoff-hoffenweizen","Hefeweizen","0","5",
"1366424","Solut","6,9","0","hiisi-solut","Scotch Ale / Wee Heavy","3.4382","178",
"20157","Erdinger Oktoberfest / Festwei?e","5,7","0","erdinger-weissbrau-erdinger-oktoberfest-festweisse","Festbier","3.59122","24690",
"519016","Spaghetti Western","8,7","60","brewfist-spaghetti-western","Stout - Russian Imperial","3.8382","21091",
"658818","Battersea IPA","6,2","0","sambrook-s-brewery-battersea-ipa","IPA - English","3.50903","2547",
"142353","Imperial Rye Porter","9","30","nogne-o-imperial-rye-porter","Porter - Imperial / Double","4.01827","9442",
"503938","Uus Maailm","4,7","25","pohjala-uus-maailm","IPA - Session / India Session Ale","3.55634","13299",
"629834","Eleanor","6,8","35","pollyanna-brewing-company-eleanor","Porter - Other","3.7938","4532",
"27638","Porter","7","29","nogne-o-porter","Porter - American","3.8544","13958",
"803063","Weidmann Weissbier","5,3","0","weidmann-bier-weidmann-weissbier","Hefeweizen","3.07756","1905",
"103362","Benediktiner Weissbier","5,4","13","benediktiner-weissbrau-benediktiner-weissbier","Hefeweizen","3.56419","36674",
"8731","Brooklyn Sorachi Ace","7,2","34","brooklyn-brewery-brooklyn-sorachi-ace","Saison / Farmhouse Ale","3.66429","106765",
"6890","Kasteel Rouge","8","8","brouwerij-van-honsebrouck-kasteel-rouge","Fruit Beer","3.58834","52486",
"1221363","A Drop of Lemon","5","0","amager-bryghus-a-drop-of-lemon","Pale Ale - American","3.35919","419",
"1355692","Protacon XXV - Rye Amber Ale","5,7","35","hiisi-protacon-xxv-rye-amber-ale","Red Ale - American Amber / Red","4.20238","21",
"1111553","Meid?n Veikko K?y V?h?n Hitaalla","4,5","0","lidl-suomi-meidan-veikko-kay-vahan-hitaalla","Lager - Euro Dark","2.48919","1203",
"1283206","Meid?n Veikko Sulattaa J??n","4,5","0","lidl-suomi-meidan-veikko-sulattaa-jaan","Lager - Euro Dark","2.46378","849",
"9188","Judas","8,5","0","brouwerij-alken-maes-judas","Belgian Strong Golden Ale","3.51314","23409",
"55774","Dorada Especial","5,5","0","compania-cervecera-de-canarias-dorada-especial","Lager - Pale","3.01933","3918",
"54535","Wierquer Bier","4,5","0","font-salem-wierquer-bier","Lager - North American Adjunct","2.40584","839",
"9268","Quilmes Cristal","4,9","12","cerveceria-y-malteria-quilmes-quilmes-cristal","Lager - North American Adjunct","2.9262","30293",
"928648","Spar Cerveza Holandesa","5","0","font-salem-spar-cerveza-holandesa","Lager - Euro","2","84",
"118925","Tropical","4,7","0","compania-cervecera-de-canarias-tropical","Pilsner - Other","2.8492","8107",
"49841","Oettinger Export","5,4","0","oettinger-brauerei-oettinger-export","Lager - Dortmunder / Export","2.7879","4274",
"24101","Oettinger Pils","4,7","26","oettinger-brauerei-oettinger-pils","Pilsner - German","2.79768","18908",
"399207","Cruzcampo Pilsen","4,8","20","cruzcampo-heineken-espana-cruzcampo-pilsen","Pilsner - Other","2.72821","29721",
"69014","San Miguel Premium Especial","5,4","18","grupo-mahou-san-miguel-san-miguel-premium-especial","Lager - Pale","3.02638","25220",
"52593","La Chouffe","8","20","brasserie-d-achouffe-la-chouffe","Belgian Strong Golden Ale","3.87408","149452",
"1284931","Wigwam","7,4","85","radbrew-wigwam","IPA - American","3.5162","756",
"697745","Arise","4,4","0","burning-sky-brewery-arise","IPA - Session / India Session Ale","3.66267","5671",
"8014","Sapporo Premium Lager","4,7","18","sapporo-breweries-sapporo-premium-lager","Lager - Japanese Rice","3.03971","15508",
"1207859","Brewster","4,5","21","hartwall-brewster","Lager - Euro","1.97137","917",
"13113","Bad Elf (6.0%)","6","0","ridgeway-brewing-bad-elf-6-0","Winter Ale","3.14837","9023",
"650968","Tokyo* (16.5%)","16,5","90","brewdog-tokyo-16-5","Stout - American Imperial / Double","4.07868","12446",
"1338163","Pronx IPA","7,5","65","brewtacon-olutions-pronx-ipa","IPA - American","0","5",
"259254","Classic Collection - Double Stout","5,2","0","shepherd-neame-classic-collection-double-stout","Stout - Other","3.57769","9959",
"570215","Harjun H?yry","4,5","0","hiisi-harjun-hoyry","California Common","3.375","82",
"1272433","American Session IPA","4,5","60","stadin-panimo-stadin-american-session-ipa","IPA - Session / India Session Ale","3.42545","3528",
"1316865","Nikolai India Pale Ale (Brewmasters Collection)","4,6","27","sinebrychoff-nikolai-india-pale-ale-brewmasters-collection","IPA - English","2.82236","1420",
"1285041","Alabama","5,6","0","koskipanimo-alabama","Lager - Euro Dark","3.15203","148",
"1237940","Candy Kaiser","5,2","45","brewdog-candy-kaiser","Altbier","3.35377","10123",
"193844","Efes Draft","5","0","anadolu-efes-efes-draft","Pilsner - Other","3.05189","3898",
"898878","Molotov Cocktail Single Simcoe Hop Edition","13","85","evil-twin-brewing-molotov-cocktail-single-simcoe-hop-edition","IPA - Triple","3.90795","12605",
"1018864","Reparationsbajer Director's Cut","17","0","to-ol-reparationsbajer-director-s-cut","Pale Ale - American","3.77864","1423",
"227659","Ayinger Kirtabier","5,8","0","brauerei-aying-ayinger-kirtabier","M?rzen","3.61758","2054",
"129066","American Amber IPA","0","80","stadin-panimo-american-amber-ipa","IPA - American","3.60417","48",
"1072254","Drink'in Berliner","2,8","0","mikkeller-drink-in-berliner","Sour - Berliner Weisse","3.39339","3848",
"1008734","Pilsner","4,6","0","lundabryggeriet-pilsner","Pilsner - Other","2.91059","576",
"436803","Fresh Cut","4,6","38","peak-organic-brewing-company-fresh-cut","Pilsner - Other","3.52946","21042",
"348311","Crime Scene","5,5","50","anarchy-brew-co-crime-scene","Red Ale - American Amber / Red","3.52992","986",
"1317310","Herrasmies IPA","6,2","45","hiisi-herrasmies-ipa","IPA - American","3.52083","360",
"4485","Delirium Tremens","8,5","26","brouwerij-huyghe-delirium-tremens","Belgian Strong Golden Ale","3.93382","218957",
"1042620","Ivy Mike","8,5","105","radbrew-ivy-mike","IPA - Imperial / Double","3.63295","1226",
"9601","Straffe Hendrik Brugs Tripel Bier 9?","9","35","de-halve-maan-straffe-hendrik-brugs-tripel-bier-9","Belgian Tripel","3.81964","55776",
"1188034","Lizard Bride","5,5","40","brewdog-lizard-bride","IPA - American","3.52544","4923",
"6766","Trappistes Rochefort 10","11,3","27","abbaye-notre-dame-de-saint-remy-trappistes-rochefort-10","Belgian Quad","4.16604","126916",
"1000516","Alone In the Dark","5,9","30","radbrew-alone-in-the-dark","Stout - Other","3.48061","374",
"1299717","Chocolate Pilsner","7,2","66","stadin-panimo-chocolate-pilsner","Pilsner - Other","3.44667","75",
"1170618","Columbus Pale Ale","4,7","35","malmgardin-panimo-columbus-pale-ale","Pale Ale - American","3.30902","2529",
"800757","Delirium Argentum","7","55","brouwerij-huyghe-delirium-argentum","IPA - Belgian","3.73607","16478",
"981077","Batch 1000","6,5","0","amager-bryghus-batch-1000","IPA - American","3.98425","8414",
"1137199","Hop Fiction Pale Ale","5,2","40","brewdog-hop-fiction-pale-ale","Pale Ale - American","3.80222","21711",
"47816","Goudenband","8","0","brouwerij-liefmans-goudenband","Sour - Flanders Oud Bruin","3.81626","29982",
"75","Petrus Roodbruin (Oud Bruin)","5,5","17","brouwerij-de-brabandere-bavik-petrus-roodbruin-oud-bruin","Sour - Flanders Oud Bruin","3.53176","32208",
"8073","Saison Dupont","6,5","30","brasserie-dupont-saison-dupont","Saison / Farmhouse Ale","3.76042","102084",
"983794","Duvel Tripel Hop #5 - 2015","9,5","48","duvel-moortgat-duvel-tripel-hop-5-2015","Belgian Strong Golden Ale","3.80061","32838",
"1829","Corsendonk Pater Dubbel / Abbey Brown Ale","6,5","0","brouwerij-corsendonk-corsendonk-pater-dubbel-abbey-brown-ale","Belgian Dubbel","3.60868","38541",
"9955","Hoegaarden Grand Cru","8,5","0","brouwerij-van-hoegaarden-hoegaarden-grand-cru","Belgian Strong Golden Ale","3.71168","28779",
"41289","Straffe Hendrik Brugs Quadrupel Bier 11?","11","35","de-halve-maan-straffe-hendrik-brugs-quadrupel-bier-11","Belgian Quad","3.95674","58701",
"455722","Breezer Lime","5","0","bacardi-u-s-a-breezer-lime","Malt Liquor ","0","0",
"6760","Abt 12","10","22","brouwerij-st-bernardus-abt-12","Belgian Quad","4.08834","156870",
"358","Pauwel Kwak","8,4","0","brouwerij-bosteels-pauwel-kwak","Belgian Strong Golden Ale","3.84812","106068",
"1260078","Kaamoskalle","4,5","0","panimo-and-tislaamo-teerenpeli-kaamoskalle","Red Ale - American Amber / Red","3.061","1254",
"51044","Ginger Pale Ale","4","0","little-valley-brewery-ginger-pale-ale","Spiced / Herbed Beer","2.87152","2839",
"600618","Brian","12,3","0","mikkeller-brian","Porter - Imperial / Double","4.30428","1193",
"1242701","Hippa","4,4","31","hiisi-hippa","Stout - Milk / Sweet","3.25351","783",
"15078","Zeitgeist","4,7","27","brewdog-zeitgeist","Lager - Dark","3.42817","20353",
"44953","Yin & Yang","10","100","evil-twin-brewing-yin-yang","Black & Tan","3.96486","20640",
"273455","Cocoa Psycho","10","85","brewdog-cocoa-psycho","Stout - Russian Imperial","3.9593","33459",
"1042639","Points Unknown IPA","9,5","72","stone-brewing-ecliptic-wicked-weed-stone-points-unknown-ipa","IPA - Imperial / Double","3.91424","48546",
"1015457","170th Anniversary Celebration Ale","7","0","fuller-smith-turner-170th-anniversary-celebration-ale","Strong Ale - English","3.68518","3498",
"1110441","Meid?n Veikko Vastaa Kymment? Jenkki?","4,7","0","lidl-suomi-meidan-veikko-vastaa-kymmenta-jenkkia","Pale Ale - American","2.72648","1828",
"29212","Reserve Special Black Ale","7,5","0","dark-horse-brewing-co-reserve-special-black-ale","Dark Ale","3.71412","23808",
"1229604","Hello My Name Is Holy Moose","5,5","38","brewdog-hello-my-name-is-holy-moose","IPA - American","3.29705","14452",
"1175666","Brewmasters Collection India Pale Ale","5,2","0","carlsberg-group-brewmasters-collection-india-pale-ale","IPA - English","2.98931","12072",
"5939","1664","5","20","kronenbourg-1664","Lager - Euro","3.11982","115763",
"875258","Mufloni Wiesen Hopfenlager","6","0","panimoravintola-beer-hunter-s-mufloni-wiesen-hopfenlager","M?rzen","3.33712","132",
"1231517","Kiito Ginger Pale Ale","4,5","35","hiisi-kiito-ginger-pale-ale","Ginger Beer","3.051","1299",
